"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1311427494562729987","https://twitter.com/jeruselam2023/status/1311427494562729987","@denizyekta77 Yaşam, ""SEVGİMİZ""dir. Ancak ""SEVGİ"" oluştuğunda yaşamın değeri bilinebilir. Sevgimiz yaşamımıza alabildiğine özgürlük sunar. Sevgi yitirildiğinde nefret tohumları ekilir, yaşamın sunduğu güzelikler yitirilir.","2020-09-30 22:07 +0000","17.0","1.0","0.058823529411764705","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311426984518578182","https://twitter.com/jeruselam2023/status/1311426984518578182","@atavrattroll Peygamberlerin (SAV) uyguladığı VELAYET SİSTEMİNDE mal ve para herkese dağıtılacaktır.

Herkes ihtiyacından arta kalanı dağıtmakla yükümlü olacak.","2020-09-30 22:05 +0000","96.0","1.0","0.010416666666666666","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311426770646822912","https://twitter.com/jeruselam2023/status/1311426770646822912","@atavrattroll Peygamberlerin (SAV) uyguladığı VELAYET SİSTEMİNDE mal ve para herkese dağıtılacaktır.

Herkes ihtiyacından arta kalanı dağıtmakla yükümlü olacak.","2020-09-30 22:04 +0000","60.0","1.0","0.016666666666666666","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311423354939863041","https://twitter.com/jeruselam2023/status/1311423354939863041","Peygamberlerin (SAV) uyguladığı VELAYET SİSTEMİNDE mal ve para herkese dağıtılacaktır.

kuruluş osman #BugünGünlerdenGALATASARAY #GeceyeBirNot #iyigeceler #NBAFinals #TürkiyeninNabzı Semptom #asktankopma Bayern Münih Dortmund, Favre #Eylül #SenCalKapimi Belirti #DünyaKahveGünü https://t.co/pMyQURVr5j","2020-09-30 21:51 +0000","208.0","2.0","0.009615384615384616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","40","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311422381282529280","https://twitter.com/jeruselam2023/status/1311422381282529280","Peygamberlerin (SAV) uyguladığı VELAYET SİSTEMİNDE mal ve para herkese dağıtılacaktır. https://t.co/sfcFBWNR2W","2020-09-30 21:47 +0000","134.0","4.0","0.029850746268656716","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","12","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311399468097560576","https://twitter.com/jeruselam2023/status/1311399468097560576","@bbcturkce Türkiye Varlık Fonu olduğu gibi Türkiye Vatandaşlık Fonu oluşturulmalıdır. Vatandaşların sorumluluk alarak muhtaç vatandaşlara ibadet bilinci ile vicdani sorumluluklarını yerine getirebilmelerinin önü açılmalıdır.","2020-09-30 20:16 +0000","486.0","17.0","0.03497942386831276","0.0","0.0","1.0","11.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311396530721640449","https://twitter.com/jeruselam2023/status/1311396530721640449","Talimatı LordlarVerdi 

Mehdiyeti temsil edenlere ve onları destekleyenlere ""KUMPAS TALİMATINI"" İngiliz Derin Devleti verdi.

Sn. Adnan Oktar, Yıllardır Sn. Cumhurbaşkanımızın Siyaset Mehdisi Olduğunu Belirtmektedir.

""TAYYİP HOCAM MEHDİYETİ TEMSİL EDİYOR"" https://t.co/VigINt30IS","2020-09-30 20:04 +0000","151.0","6.0","0.039735099337748346","2.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","22","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311362923428745216","https://twitter.com/jeruselam2023/status/1311362923428745216","@atavrattroll Matta 15: 10 İsa, halkı yanına çağırıp onlara, “Dinleyin ve şunu belleyin” dedi. 11 “Ağızdan giren şey insanı kirletmez. İnsanı kirleten ağızdan çıkandır.”","2020-09-30 17:50 +0000","724.0","20.0","0.027624309392265192","0.0","1.0","1.0","10.0","0.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311361912547012618","https://twitter.com/jeruselam2023/status/1311361912547012618","@Reuters MATTHEW 15: 10 Jesus called the crowd to him and said, ""Listen and understand. 11 What goes into someone's mouth does not defile them, but what comes out of their mouth, that is what defiles them.""","2020-09-30 17:46 +0000","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1311361785669263362","https://twitter.com/jeruselam2023/status/1311361785669263362","@sosyal_frkindlk Velayet sistemi olduğunda mal ve para seviyeye göre dağıtılacaktır.","2020-09-30 17:46 +0000","49.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
